number,filename_json,filename_img,init_status,annotation_x_start,annotation_x_stop,annotation_y_start,annotation_y_stop,observed_status,observed_annotation,same_result
428,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704D.png.json,-,-,-,-,-,-,-,1
429,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704E.png.json,-,-,-,-,-,-,-,1
430,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5704F.png.json,-,-,-,-,-,-,-,1
431,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705B.png.json,-,-,-,-,-,-,-,1
432,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705D.png.json,-,-,-,-,-,-,-,1
433,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705E.png.json,-,-,-,-,-,-,-,1
434,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5705F.png.json,-,-,-,-,-,-,-,1
435,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706A.png.json,-,-,-,-,-,-,-,1
436,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706B.png.json,-,-,-,-,-,-,-,1
437,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706C.png.json,-,-,-,-,-,-,-,1
438,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706D.png.json,-,-,-,-,-,-,-,1
439,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706E.png.json,-,-,-,-,-,-,-,1
440,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5706F.png.json,-,-,-,-,-,-,-,1
441,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707A.png.json,-,-,-,-,-,-,-,1
442,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707B.png.json,-,-,-,-,-,-,-,1
443,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707C.png.json,-,-,-,-,-,-,-,1
444,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707D.png.json,-,-,-,-,-,-,-,1
445,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707E.png.json,-,-,-,-,-,-,-,1
446,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5707F.png.json,-,-,-,-,-,-,-,1
447,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708A.png.json,-,-,-,-,-,-,-,1
448,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708B.png.json,-,-,-,-,-,-,-,1
449,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708C.png.json,-,-,-,-,-,-,-,1
450,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708D.png.json,-,-,-,-,-,-,-,1
451,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708E.png.json,-,-,-,-,-,-,-,1
452,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5708F.png.json,-,-,-,-,-,-,-,1
453,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709A.png.json,-,-,-,-,-,-,-,1
454,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709B.png.json,-,-,-,-,-,-,-,1
455,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709C.png.json,-,-,-,-,-,-,-,1
456,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709D.png.json,-,-,-,-,-,-,-,1
457,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709E.png.json,-,-,-,-,-,-,-,1
458,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5709F.png.json,-,-,-,-,-,-,-,1
459,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710A.png.json,-,-,-,-,-,-,-,1
460,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710B.png.json,-,-,-,-,-,-,-,1
461,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710C.png.json,-,-,-,-,-,-,-,1
462,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710E.png.json,-,-,-,-,-,-,-,1
463,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5710F.png.json,-,-,-,-,-,-,-,1
464,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711A.png.json,-,-,-,-,-,-,-,1
465,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711B.png.json,-,-,-,-,-,-,-,1
466,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711C.png.json,-,-,-,-,-,-,-,1
467,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711D.png.json,-,-,-,-,-,-,-,1
468,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711E.png.json,-,-,-,-,-,-,-,1
469,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5711F.png.json,-,-,-,-,-,-,-,1
470,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712A.png.json,-,-,-,-,-,-,-,1
471,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712B.png.json,-,-,-,-,-,-,-,1
472,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712C.png.json,-,-,-,-,-,-,-,1
473,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712D.png.json,-,-,-,-,-,-,-,1
474,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5712E.png.json,-,-,-,-,-,-,-,1
475,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713A.png.json,-,-,-,-,-,-,-,1
476,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713B.png.json,-,-,-,-,-,-,-,1
477,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713C.png.json,-,-,-,-,-,-,-,1
478,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713D.png.json,-,-,-,-,-,-,-,1
479,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713E.png.json,-,-,-,-,-,-,-,1
480,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5713F.png.json,-,-,-,-,-,-,-,1
481,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714A.png.json,-,-,-,-,-,-,-,1
482,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714B.png.json,-,-,-,-,-,-,-,1
483,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714C.png.json,-,-,-,-,-,-,-,1
484,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714D.png.json,-,-,-,-,-,-,-,1
485,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714E.png.json,-,-,-,-,-,-,-,1
486,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5714F.png.json,-,-,-,-,-,-,-,1
487,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715A.png.json,-,-,-,-,-,-,-,1
488,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715B.png.json,-,-,-,-,-,-,-,1
489,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715C.png.json,-,-,-,-,-,-,-,1
490,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715D.png.json,-,-,-,-,-,-,-,1
491,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715E.png.json,-,-,-,-,-,-,-,1
492,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5715F.png.json,-,-,-,-,-,-,-,1
493,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716A.png.json,-,-,-,-,-,-,-,1
494,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716B.png.json,-,-,-,-,-,-,-,1
495,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716C.png.json,-,-,-,-,-,-,-,1
496,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716D.png.json,-,-,-,-,-,-,-,1
497,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716E.png.json,-,-,-,-,-,-,-,1
498,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5716F.png.json,-,-,-,-,-,-,-,1
499,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717A.png.json,-,-,-,-,-,-,-,1
500,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717B.png.json,-,-,-,-,-,-,-,1
501,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717C.png.json,-,-,-,-,-,-,-,1
502,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717D.png.json,-,-,-,-,-,-,-,1
503,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717E.png.json,-,-,-,-,-,-,-,1
504,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5717F.png.json,-,-,-,-,-,-,-,1
505,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718A.png.json,-,-,-,-,-,-,-,1
506,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718B.png.json,-,-,-,-,-,-,-,1
507,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718C.png.json,-,-,-,-,-,-,-,1
508,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718D.png.json,-,-,-,-,-,-,-,1
509,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718E.png.json,-,-,-,-,-,-,-,1
510,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5718F.png.json,-,-,-,-,-,-,-,1
511,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719A.png.json,-,-,-,-,-,-,-,1
512,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719B.png.json,-,-,-,-,-,-,-,1
513,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719C.png.json,-,-,-,-,-,-,-,1
514,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719D.png.json,-,-,-,-,-,-,-,1
515,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719E.png.json,-,-,-,-,-,-,-,1
516,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5719F.png.json,-,-,-,-,-,-,-,1
517,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720A.png.json,-,-,-,-,-,-,-,1
518,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720B.png.json,-,-,-,-,-,-,-,1
519,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720C.png.json,-,-,-,-,-,-,-,1
520,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720D.png.json,-,-,-,-,-,-,-,1
521,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720E.png.json,-,-,-,-,-,-,-,1
522,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5720F.png.json,-,-,-,-,-,-,-,1
523,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721A.png.json,-,-,-,-,-,-,-,1
524,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721B.png.json,-,-,-,-,-,-,-,1
525,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721D.png.json,-,-,-,-,-,-,-,1
526,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCHPCL2XXXXXX5721E.png.json,-,-,-,-,-,-,-,1
